year,rank,market,gross,tickets,avg_price,avg_price_change,shows,dma_rank,revenue_per_show,tickets_per_show,tm_events,tm_avg_price,tm_unique_artists,gross_lag1,tickets_lag1,avg_price_lag1,shows_lag1,gross_growth,ticket_growth,dma_static_strength,annual_sales_avg,avg_ticket_price_dma,annual_sales_current,strength_vs_avg,price_premium_vs_dma,sales_momentum
2025,59,Providence-New Bedford,24182813,391564,61.76,-0.054,274,52,88258.44160583941,1429.065693430657,,,,21999534.0,337000.0,65.28,248.0,0.099242056672655,0.1619109792284867,159.25,34.0,63.8325,42.0,1.0035667431944901,0.9675322132142716,1.2352941176470589
2022,29,Raleigh-Durham,19035829,331547,57.42,0.0,82,24,232144.25609756095,4043.256097560976,,,,,,,,,,,,,,,,
2023,27,Raleigh-Durham,65383987,908314,71.98,0.25,364,24,179626.3379120879,2495.368131868132,,,,19035829.0,331547.0,57.42,82.0,2.4347853723628217,1.739623643103391,,,,,,,
2024,30,Raleigh-Durham,73157173,994966,73.53,0.02,357,22,204922.0532212885,2787.019607843137,,,,65383987.0,908314.0,71.98,364.0,0.1188851637328265,0.0953987277527375,,,,,,,
2025,30,Raleigh-Durham (Fayetteville),83701154,1057695,79.14,0.076,342,22,244740.21637426905,3092.6754385964914,,,,,,,,,,189.0,71.0,79.14,71.0,1.1910462446703838,1.0,1.0
2022,82,Reno,2747403,36873,74.51,0.0,16,104,171712.6875,2304.5625,,,,,,,,,,105.75,29.0,80.78,17.0,0.6664187321370004,0.9223817776677395,0.5862068965517241
2023,56,Reno,20501464,239297,85.67,0.15,110,112,186376.94545454544,2175.427272727273,,,,2747403.0,36873.0,74.51,16.0,6.46212477747167,5.489762156591544,105.75,29.0,80.78,17.0,0.6664187321370004,1.0605347858380787,0.5862068965517241
2024,66,Reno,21143521,253123,83.53,-0.03,224,102,94390.71875,1130.013392857143,,,,20501464.0,239297.0,85.67,110.0,0.0313176171223674,0.0577775734756391,105.75,29.0,80.78,17.0,0.6664187321370004,1.0340430799702898,0.5862068965517241
2025,84,Reno,10355497,130403,79.41,-0.049,60,103,172591.61666666667,2173.383333333333,,,,21143521.0,253123.0,83.53,224.0,-0.5102283578974383,-0.4848235837912793,105.75,29.0,80.78,17.0,0.6664187321370004,0.983040356523892,0.5862068965517241
2022,76,Richmond,3301837,52883,62.44,0.0,34,56,97112.85294117648,1555.3823529411766,,,,,,,,,,,,,,,,
2023,55,Richmond,20847440,324620,64.22,0.03,320,55,65148.25,1014.4375,,,,3301837.0,52883.0,62.44,34.0,5.313891327766937,5.138456592855928,,,,,,,
2024,50,Richmond,32758075,495844,66.07,0.03,434,56,75479.43548387097,1142.497695852535,,,,20847440.0,324620.0,64.22,320.0,0.5713236253468053,0.5274597991497751,,,,,,,
2025,64,Richmond-Petersburg,20773060,338806,61.31,-0.072,268,56,77511.41791044777,1264.2014925373137,,,,,,,,,,155.0,37.0,61.31,37.0,0.9767839572693623,1.0,1.0
2022,39,Roanoke-Lynchburg,10393765,160389,64.8,0.0,12,71,866147.0833333334,13365.75,,,,,,,,,,,,,,,,
2022,63,Rochester,4561347,84383,54.06,0.0,26,77,175436.42307692306,3245.5,,,,,,,,,,,,,,,,
2023,70,Rochester,14590313,218391,66.81,0.24,68,76,214563.42647058825,3211.6323529411766,,,,4561347.0,84383.0,54.06,26.0,2.1986851690958837,1.5880923882772595,,,,,,,
2022,17,Sacramento-Stockton,37090748,438615,84.56,0.0,84,20,441556.5238095238,5221.607142857143,,,,,,,,,,,,,,,,
2023,28,Sacramento-Stockton,52137206,718619,72.55,-0.14,311,20,167643.7491961415,2310.672025723473,,,,37090748.0,438615.0,84.56,84.0,0.4056660706869541,0.6383821802719924,,,,,,,
2024,26,Sacramento-Stockton,99934450,1236730,80.81,0.11,475,20,210388.31578947368,2603.642105263158,,,,52137206.0,718619.0,72.55,311.0,0.9167588305364888,0.7209814936704986,,,,,,,
2025,29,Sacramento-Stockton-Modesto,86811149,1053408,82.41,0.02,382,20,227254.31675392672,2757.612565445026,,,,,,,,,,191.0,72.0,82.41,72.0,1.2036499086351498,1.0,1.0
2022,41,Salt Lake City,9075899,174799,51.92,0.0,58,30,156481.0172413793,3013.7758620689656,,,,,,,,,,180.75,65.25,66.27250000000001,75.0,1.139056130815724,0.7834320419480176,1.1494252873563218
2023,38,Salt Lake City,38454385,619892,62.03,0.19,283,34,135881.21908127208,2190.4310954063603,,,,9075899.0,174799.0,51.92,58.0,3.2369780668559667,2.5463131940114074,180.75,65.25,66.27250000000001,75.0,1.139056130815724,0.9359840054321173,1.1494252873563218
2024,38,Salt Lake City,43825816,746466,58.71,-0.05,254,29,172542.58267716537,2938.8425196850394,,,,38454385.0,619892.0,62.03,283.0,0.1396831856757039,0.2041871809928181,180.75,65.25,66.27250000000001,75.0,1.139056130815724,0.8858878116865969,1.1494252873563218
2025,26,Salt Lake City,90298937,976967,92.43,0.574,286,28,315730.5489510489,3415.968531468532,,,,43825816.0,746466.0,58.71,254.0,1.0604051502429526,0.3087896836560539,180.75,65.25,66.27250000000001,75.0,1.139056130815724,1.3946961409332679,1.1494252873563218
2022,32,San Antonio,17689586,246648,71.72,0.0,95,31,186206.16842105263,2596.294736842105,,,,,,,,,,180.0,69.5,95.265,74.0,1.134329756828937,0.7528473206319215,1.064748201438849
2023,35,San Antonio,43351515,447043,96.97,0.35,110,31,394104.6818181818,4064.0272727272727,,,,17689586.0,246648.0,71.72,95.0,1.4506800215674915,0.8124736466543414,180.0,69.5,95.265,74.0,1.134329756828937,1.0178974439720778,1.064748201438849
2024,32,San Antonio,68158094,654207,104.18,0.07,110,31,619619.0363636364,5947.336363636364,,,,43351515.0,447043.0,96.97,110.0,0.5722194253188153,0.4634095601541685,180.0,69.5,95.265,74.0,1.134329756828937,1.0935810633496037,1.064748201438849
2025,27,San Antonio,89643090,828536,108.19,0.038,224,31,400192.3660714286,3698.821428571429,,,,68158094.0,654207.0,104.18,110.0,0.3152229579659313,0.2664737613629937,180.0,69.5,95.265,74.0,1.134329756828937,1.1356741720463968,1.064748201438849
2022,30,San Diego,18220546,260642,69.91,0.0,75,27,242940.6133333333,3475.2266666666665,,,,,,,,,,182.25,76.5,89.425,77.0,1.1485088787892985,0.7817724350013978,1.0065359477124183
2023,23,San Diego,89289475,984104,90.73,0.3,305,28,292752.3770491804,3226.570491803279,,,,18220546.0,260642.0,69.91,75.0,3.900482949303495,2.7756923289416133,182.25,76.5,89.425,77.0,1.1485088787892985,1.0145932345540958,1.0065359477124183
2024,21,San Diego,115498960,1152062,100.25,0.1,272,30,424628.5294117647,4235.52205882353,,,,89289475.0,984104.0,90.73,305.0,0.2935338683534649,0.1706709859933504,182.25,76.5,89.425,77.0,1.1485088787892985,1.1210511601901034,1.0065359477124183
2025,24,San Diego,101276046,1046092,96.81,-0.034,310,30,326696.9225806452,3374.490322580645,,,,115498960.0,1152062.0,100.25,272.0,-0.1231432213761924,-0.0919828967538205,182.25,76.5,89.425,77.0,1.1485088787892985,1.082583170254403,1.0065359477124183
2023,5,San Francisco-Oakland-San Jose,276405667,3029716,91.23,-0.07,803,6,344216.2727272727,3772.9962640099625,,,,,,,,,,202.3333333333333,95.33333333333331,96.33333333333331,95.0,1.2750706711021567,0.9470242214532875,0.9965034965034967
2024,6,San Francisco-Oakland-San Jose,297753016,2981819,99.86,0.09,899,10,331204.6896551724,3316.817575083426,,,,276405667.0,3029716.0,91.23,803.0,0.0772319512537345,-0.0158090725335311,202.3333333333333,95.33333333333331,96.33333333333331,95.0,1.2750706711021567,1.0366089965397927,0.9965034965034967
2025,6,San Francisco-Oakland-San Jose,322243534,3291183,97.91,-0.019,1061,10,303716.808671065,3101.9632422243167,,,,297753016.0,2981819.0,99.86,899.0,0.0822511164756765,0.103750093483206,202.3333333333333,95.33333333333331,96.33333333333331,95.0,1.2750706711021567,1.0163667820069207,0.9965034965034967
2022,4,San Francisco/Oakland/San Jose,105505880,1079209,97.76,0.0,214,6,493018.1308411215,5043.032710280374,,,,,,,,,,,,,,,,
2022,57,Santa Barbara-Santa Maria,5452643,82586,66.02,0.0,32,121,170395.09375,2580.8125,,,,,,,,,,,,,,,,
2024,85,Santa Barbara-Santa Maria,10859565,141595,76.69,0.33,64,124,169680.703125,2212.421875,,,,5452643.0,82586.0,66.02,32.0,0.991614892080776,0.7145157774925532,,,,,,,
2025,87,Santa Barbara-Santa Maria-San Luis Obispo,8935471,120379,74.23,-0.032,73,123,122403.71232876711,1649.027397260274,,,,,,,,,,88.0,14.0,74.23,14.0,0.5545612144497025,1.0,1.0
2023,93,Savannah,7238928,68749,105.3,1.26,21,91,344710.8571428572,3273.7619047619046,,,,,,,,,,123.66666666666669,14.666666666666666,86.77333333333333,18.0,0.7793265551546956,1.2135064535955749,1.2272727272727273
2024,83,Savannah,11578986,134196,86.28,-0.18,44,87,263158.7727272727,3049.909090909091,,,,7238928.0,68749.0,105.3,21.0,0.5995442971666523,0.9519702104757888,123.66666666666669,14.666666666666666,86.77333333333333,18.0,0.7793265551546956,0.9943146896127844,1.2272727272727273
2025,83,Savannah,10745541,156318,68.74,-0.203,60,84,179092.35,2605.3,,,,11578986.0,134196.0,86.28,44.0,-0.0719791007606365,0.1648484306536708,123.66666666666669,14.666666666666666,86.77333333333333,18.0,0.7793265551546956,0.792178856791641,1.2272727272727273
2022,19,Seattle-Tacoma,36758387,557454,65.94,0.0,243,12,151269.08230452676,2294.0493827160494,,,,,,,,,,198.25,89.25,84.075,93.0,1.2493381905074263,0.784299732381802,1.0420168067226891
2023,9,Seattle-Tacoma,199495942,2377347,83.92,0.27,1137,14,175458.17238346525,2090.8944591029026,,,,36758387.0,557454.0,65.94,243.0,4.427222418655095,3.264651433122733,198.25,89.25,84.075,93.0,1.2493381905074263,0.9981564079690752,1.0420168067226891
2024,11,Seattle-Tacoma,238477665,2560288,93.14,0.11,1110,12,214844.74324324325,2306.5657657657657,,,,199495942.0,2377347.0,83.92,1137.0,0.1954010823939467,0.0769517449493069,198.25,89.25,84.075,93.0,1.2493381905074263,1.1078203984537616,1.0420168067226891
2025,8,Seattle-Tacoma,259109740,2777182,93.3,0.002,1130,13,229300.65486725664,2457.683185840708,,,,238477665.0,2560288.0,93.14,1110.0,0.0865157540015331,0.0847146883475609,198.25,89.25,84.075,93.0,1.2493381905074263,1.1097234611953612,1.0420168067226891
2025,99,Shreveport-Texarkana,6021498,97799,61.57,-0.011,33,91,182469.63636363635,2963.6060606060605,,,,,,,,,,120.0,2.0,61.57,2.0,0.7562198378859579,1.0,1.0
2022,74,Sioux Falls-Mitchell,3372345,59764,56.43,0.0,25,109,134893.8,2390.56,,,,,,,,,,100.75,27.5,67.8575,23.0,0.6349095722250855,0.8315956231809306,0.8363636363636363
2023,63,Sioux Falls-Mitchell,16937485,231212,73.26,0.3,117,109,144764.82905982906,1976.17094017094,,,,3372345.0,59764.0,56.43,25.0,4.022465079936958,2.868750418312027,100.75,27.5,67.8575,23.0,0.6349095722250855,1.0796153704454188,0.8363636363636363
2024,79,Sioux Falls-Mitchell,13255402,185443,71.48,-0.02,116,112,114270.70689655172,1598.646551724138,,,,16937485.0,231212.0,73.26,117.0,-0.2173925467683071,-0.1979525284154801,100.75,27.5,67.8575,23.0,0.6349095722250855,1.0533839295582654,0.8363636363636363
2025,78,Sioux Falls-Mitchell,11992775,170686,70.26,-0.017,106,111,113139.38679245285,1610.245283018868,,,,13255402.0,185443.0,71.48,116.0,-0.0952537689916911,-0.0795770128826647,100.75,27.5,67.8575,23.0,0.6349095722250855,1.0354050768153853,0.8363636363636363
2022,69,South Bend-Elkhart,3812010,70460,54.1,0.0,100,98,38120.1,704.6,,,,,,,,,,112.75,28.0,60.055,31.0,0.7105315560136813,0.900840895845475,1.1071428571428572
2023,64,South Bend-Elkhart,16564926,232736,71.17,0.32,191,96,86727.36125654451,1218.5130890052355,,,,3812010.0,70460.0,54.1,100.0,3.345457121046377,2.303093954016463,112.75,28.0,60.055,31.0,0.7105315560136813,1.1850803430188994,1.1071428571428572
2024,89,South Bend-Elkhart,10505934,177496,59.19,-0.17,175,99,60033.90857142857,1014.2628571428572,,,,16564926.0,232736.0,71.17,191.0,-0.3657723553971808,-0.2373504743572115,112.75,28.0,60.055,31.0,0.7105315560136813,0.9855965365082008,1.1071428571428572
2025,70,South Bend-Elkhart,16294655,292219,55.76,-0.058,536,100,30400.475746268658,545.1847014925373,,,,10505934.0,177496.0,59.19,175.0,0.5509953708066317,0.6463413260017128,112.75,28.0,60.055,31.0,0.7105315560136813,0.9284822246274248,1.1071428571428572
2023,73,Spokane,12466832,193312,64.49,0.51,118,73,105651.1186440678,1638.2372881355932,,,,,,,,,,142.33333333333334,45.0,66.90666666666665,50.0,0.8969607521591779,0.9638800318852133,1.1111111111111112
2024,44,Spokane,36042532,519248,69.41,0.08,199,67,181118.2512562814,2609.286432160804,,,,12466832.0,193312.0,64.49,118.0,1.8910738509991951,1.6860619102797552,142.33333333333334,45.0,66.90666666666665,50.0,0.8969607521591779,1.0374153049023518,1.1111111111111112
2025,51,Spokane,36879587,551932,66.82,-0.037,191,66,193086.8429319372,2889.696335078534,,,,36042532.0,519248.0,69.41,199.0,0.0232240898058992,0.0629448741256586,142.33333333333334,45.0,66.90666666666665,50.0,0.8969607521591779,0.9987046632124353,1.1111111111111112
2022,64,Springfield,4430979,89433,49.55,0.0,46,74,96325.6304347826,1944.195652173913,,,,,,,,,,,,,,,,
2023,92,Springfield,7404931,143389,51.64,0.04,149,75,49697.523489932886,962.3422818791946,,,,4430979.0,89433.0,49.55,46.0,0.6711726686134147,0.6033119765634609,,,,,,,
2025,90,"Springfield, MO",8751091,138614,63.13,0.027,40,74,218777.275,3465.35,,,,,,,,,,137.0,11.0,63.13,11.0,0.8633509815864686,1.0,1.0
2024,95,Springfield-Holyoke,8637238,99990,86.38,0.67,88,114,98150.43181818182,1136.25,,,,,,,,,,,,,,,,
2022,27,St. Louis,21431165,267759,80.04,0.0,43,23,498399.1860465116,6226.953488372093,,,,,,,,,,188.0,70.25,79.78,67.0,1.1847444126880007,1.0032589621459014,0.9537366548042705
2023,34,St. Louis,43997023,563424,78.09,-0.02,146,21,301349.4726027397,3859.068493150685,,,,21431165.0,267759.0,80.04,43.0,1.0529459317773906,1.1042205864228651,188.0,70.25,79.78,67.0,1.1847444126880007,0.978816746051642,0.9537366548042705
2024,28,St. Louis,79429740,983274,80.78,0.03,196,24,405253.7755102041,5016.7040816326535,,,,43997023.0,563424.0,78.09,146.0,0.8053435115371328,0.7451759243482705,188.0,70.25,79.78,67.0,1.1847444126880007,1.0125344697919278,0.9537366548042705
2025,34,St. Louis,67854447,845939,80.21,-0.007,422,24,160792.52843601897,2004.5947867298576,,,,79429740.0,983274.0,80.78,196.0,-0.1457299621023561,-0.1396711394789245,188.0,70.25,79.78,67.0,1.1847444126880007,1.0053898220105288,0.9537366548042705
2022,56,Syracuse,5508543,107007,51.48,0.0,68,87,81007.98529411765,1573.6323529411766,,,,,,,,,,124.75,42.25,74.7525,41.0,0.7861535398022771,0.688672619644828,0.9704142011834319
2023,57,Syracuse,19483787,254062,76.69,0.49,147,85,132542.768707483,1728.312925170068,,,,5508543.0,107007.0,51.48,68.0,2.537012781782769,1.374255889801602,124.75,42.25,74.7525,41.0,0.7861535398022771,1.0259188655897795,0.9704142011834319
2024,62,Syracuse,22185610,307843,72.07,-0.06,95,85,233532.73684210525,3240.452631578947,,,,19483787.0,254062.0,76.69,147.0,0.138670321123917,0.2116845494406876,124.75,42.25,74.7525,41.0,0.7861535398022771,0.9641149125447309,0.9704142011834319
2025,60,Syracuse,23918054,242154,98.77,0.371,70,88,341686.4857142857,3459.342857142857,,,,22185610.0,307843.0,72.07,95.0,0.0780886349304796,-0.2133847448212238,124.75,42.25,74.7525,41.0,0.7861535398022771,1.3212936022206616,0.9704142011834319
2022,18,Tampa-St. Petersburg,36848355,414481,88.9,0.0,142,13,259495.45774647887,2918.8802816901407,,,,,,,,,,,,,,,,
2023,20,Tampa-St. Petersburg,110729314,1272964,86.99,-0.02,480,11,230686.07083333333,2652.008333333333,,,,36848355.0,414481.0,88.9,142.0,2.005000196073882,2.071224012680919,,,,,,,
2024,16,Tampa-St. Petersburg,180919605,1874169,96.53,0.11,596,13,303556.3842281879,3144.5788590604025,,,,110729314.0,1272964.0,86.99,480.0,0.6338907780102385,0.4722875116656873,,,,,,,
2025,16,Tampa-St. Petersburg (Sarasota),170857012,1843671,92.67,-0.04,734,11,232775.22070844687,2511.813351498637,,,,,,,,,,200.0,85.0,92.67,85.0,1.2603663964765965,1.0,1.0
2022,94,Toledo,1775188,32587,54.48,0.0,13,80,136552.92307692306,2506.692307692308,,,,,,,,,,131.25,17.0,55.48,30.0,0.8271154476877665,0.9819754866618601,1.7647058823529411
2023,80,Toledo,10244973,208934,49.03,-0.1,52,78,197018.71153846156,4017.9615384615386,,,,1775188.0,32587.0,54.48,13.0,4.771204514676755,5.411575168011784,131.25,17.0,55.48,30.0,0.8271154476877665,0.8837418889689979,1.7647058823529411
2024,91,Toledo,9834667,171418,57.37,0.17,71,80,138516.4366197183,2414.3380281690143,,,,10244973.0,208934.0,49.03,52.0,-0.040049495494034,-0.1795590952166712,131.25,17.0,55.48,30.0,0.8271154476877665,1.0340663302090844,1.7647058823529411
2025,71,Toledo,15884478,260232,61.04,0.064,115,81,138125.8956521739,2262.886956521739,,,,9834667.0,171418.0,57.37,71.0,0.6151515857120531,0.518113617006382,131.25,17.0,55.48,30.0,0.8271154476877665,1.1002162941600577,1.7647058823529411
2022,99,Tucson,1466031,37595,39.0,0.0,50,64,29320.62,751.9,,,,,,,,,,,,,,,,
2024,92,Tucson,9577877,202694,47.25,0.2,317,65,30214.12302839117,639.4132492113565,,,,1466031.0,37595.0,39.0,50.0,5.53320223105787,4.391514829099615,,,,,,,
2025,91,Tucson (Sierra Vista),8744219,177603,49.23,0.042,298,65,29343.01677852349,595.98322147651,,,,,,,,,,146.0,10.0,49.23,10.0,0.9200674694279155,1.0,1.0
2022,45,Tulsa,7011284,134097,52.29,0.0,35,61,200322.4,3831.342857142857,,,,,,,,,,150.5,48.0,67.54499999999999,47.0,0.9484257133486389,0.7741505662891407,0.9791666666666666
2023,62,Tulsa,17824702,268756,66.32,0.27,92,58,193746.7608695652,2921.260869565217,,,,7011284.0,134097.0,52.29,35.0,1.542287832014792,1.004190996070009,150.5,48.0,67.54499999999999,47.0,0.9484257133486389,0.9818639425568141,0.9791666666666666
2024,51,Tulsa,31602558,495715,63.75,-0.04,129,62,244981.06976744183,3842.751937984496,,,,17824702.0,268756.0,66.32,92.0,0.7729641707334014,0.8444797511497417,150.5,48.0,67.54499999999999,47.0,0.9484257133486389,0.9438152342882524,0.9791666666666666
2025,54,Tulsa,34378278,391444,87.82,0.378,85,61,404450.3294117647,4605.2235294117645,,,,31602558.0,495715.0,63.75,129.0,0.087832130550951,-0.2103446536820552,150.5,48.0,67.54499999999999,47.0,0.9484257133486389,1.3001702568657934,0.9791666666666666
2022,14,Washington,39606979,448931,88.23,0.0,272,9,145613.89338235295,1650.4816176470588,,,,,,,,,,,,,,,,
2023,10,Washington,194070404,2642273,73.45,-0.17,1789,7,108479.8233650084,1476.9552822806038,,,,39606979.0,448931.0,88.23,272.0,3.8999042315244496,4.885699584123173,,,,,,,
2025,7,"Washington, D.C. (Hagerstown)",286436286,3626771,78.98,-0.089,2342,8,122304.13578138343,1548.5785653287787,,,,,,,,,,203.0,94.0,78.98,94.0,1.2792718924237456,1.0,1.0
2024,7,"Washington, DC",288561249,3328484,86.69,0.18,1886,9,153001.72269353128,1764.8377518557795,,,,,,,,,,,,,,,,
2022,46,West Palm Beach-Fort Pierce,7008460,121732,57.57,0.0,26,39,269556.1538461539,4682.0,,,,,,,,,,172.25,52.25,66.5975,51.0,1.0854905589654689,0.8644468636210069,0.9760765550239234
2023,50,West Palm Beach-Fort Pierce,22335245,346362,64.49,0.12,187,38,119439.8128342246,1852.2032085561495,,,,7008460.0,121732.0,57.57,26.0,2.1868976922176917,1.845283080866165,172.25,52.25,66.5975,51.0,1.0854905589654689,0.9683546679680168,0.9760765550239234
2024,49,West Palm Beach-Fort Pierce,32875829,467915,70.26,0.09,166,39,198047.1626506024,2818.765060240964,,,,22335245.0,346362.0,64.49,187.0,0.4719260522998516,0.3509420779415755,172.25,52.25,66.5975,51.0,1.0854905589654689,1.0549945568527348,0.9760765550239234
2025,50,West Palm Beach-Fort Pierce,40217758,542955,74.07,0.054,247,39,162824.93117408906,2198.198380566801,,,,32875829.0,467915.0,70.26,166.0,0.2233230073072833,0.1603710075547908,172.25,52.25,66.5975,51.0,1.0854905589654689,1.1122039115582416,0.9760765550239234
2022,71,Wichita-Hutchinson,3596819,87782,40.97,0.0,51,70,70525.86274509804,1721.2156862745098,,,,,,,,,,,,,,,,
2023,78,Wichita-Hutchinson,11382122,216012,52.69,0.29,91,66,125078.26373626372,2373.7582417582416,,,,3596819.0,87782.0,40.97,51.0,2.1644967400361264,1.460777836002825,,,,,,,
2024,96,Wichita-Hutchinson,8009338,141098,56.76,0.08,79,70,101384.02531645568,1786.0506329113923,,,,11382122.0,216012.0,52.69,91.0,-0.2963229527850782,-0.346804807140344,,,,,,,
2025,82,Wichita-Hutchinson Plus,11219008,187531,59.82,0.054,77,71,145701.4025974026,2435.4675324675327,,,,,,,,,,140.0,19.0,59.82,19.0,0.8822564775336176,1.0,1.0
2025,77,Wilkes Barre-Scranton-Hazleton,12242582,207589,58.98,0.043,112,59,109308.76785714286,1853.4732142857144,,,,,,,,,,152.0,24.0,58.98,24.0,0.9578784613222134,1.0,1.0
2023,90,Wilkes-Barre - Scranton,7609136,142195,53.51,0.07,85,56,89519.24705882353,1672.8823529411766,,,,,,,,,,,,,,,,
2024,84,Wilkes-Barre - Scranton,11402681,201720,56.53,0.06,106,57,107572.46226415096,1903.018867924528,,,,7609136.0,142195.0,53.51,85.0,0.498551346696918,0.418615281831288,,,,,,,
